row_id,site,split,x,y
site-1-reference_train-0000,site-1,reference_train,-1.8350293311613068,-1.2782509364027992
site-1-reference_train-0001,site-1,reference_train,-1.2993562286552769,-2.4557085520818656
site-1-reference_train-0002,site-1,reference_train,-1.0291304061891773,-0.63685705025997297
site-1-reference_train-0003,site-1,reference_train,-0.13183097535513699,-1.5764270379807899
site-1-reference_train-0004,site-1,reference_train,1.8565077026709984,1.3641338124850844
site-1-reference_train-0005,site-1,reference_train,-1.3045279110099859,-0.84726318682948387
site-1-reference_train-0006,site-1,reference_train,1.1968562844865938,1.1493459648084827
site-1-reference_train-0007,site-1,reference_train,-0.81136508965313281,-0.35633137852632552
site-1-reference_train-0008,site-1,reference_train,1.3075270792068765,1.5070364643030987
site-1-reference_train-0009,site-1,reference_train,1.5338503278548865,1.1347963989682652
site-1-reference_train-0010,site-1,reference_train,0.61926631853199465,0.19276130475018227
site-1-reference_train-0011,site-1,reference_train,1.8977573392634395,1.5845396502975417
site-1-reference_train-0012,site-1,reference_train,-0.41911871662212929,0.35164082572554944
site-1-reference_train-0013,site-1,reference_train,-0.78893024759904939,-1.1737394508894665
site-1-reference_train-0014,site-1,reference_train,1.6615632505837743,1.613758358607964
site-1-reference_train-0015,site-1,reference_train,-0.32468245526227291,0.14220442146610013
site-1-reference_train-0016,site-1,reference_train,1.6820970911668711,2.727667178600202
site-1-reference_train-0017,site-1,reference_train,-1.5517694115735505,-0.93977269986301004
site-1-reference_train-0018,site-1,reference_train,-1.022042896920929,-1.5169041236938006
site-1-reference_train-0019,site-1,reference_train,-0.59615777171314965,-1.7182850879114007
site-1-reference_train-0020,site-1,reference_train,0.070884224763834602,-0.95515228085635662
site-1-reference_train-0021,site-1,reference_train,1.4643098016407325,0.54255370657483459
site-1-reference_train-0022,site-1,reference_train,-1.9267637532357056,-1.3347758124949602
site-1-reference_train-0023,site-1,reference_train,-0.95175731162875898,-1.6457140034991458
site-1-reference_train-0024,site-1,reference_train,0.59422278481822266,0.04044286504122041
site-1-reference_train-0025,site-1,reference_train,-1.3392739207640765,-1.0497558506603415
site-1-reference_train-0026,site-1,reference_train,1.312217959008354,-0.85187186000374782
site-1-reference_train-0027,site-1,reference_train,-1.7141641649803887,-1.7960066596759141
site-1-reference_train-0028,site-1,reference_train,0.019055890729724023,0.53314937243565919
site-1-reference_train-0029,site-1,reference_train,-1.4070465964839576,-1.0840792912071124
site-1-reference_train-0030,site-1,reference_train,1.1626585874624902,1.4287903891446814
site-1-reference_train-0031,site-1,reference_train,1.5548340645444454,2.0155456217148222
site-1-reference_train-0032,site-1,reference_train,-1.4578436071235079,-1.9233209365476136
site-1-reference_train-0033,site-1,reference_train,-1.8346891919538715,-1.6141553218792295
site-1-reference_train-0034,site-1,reference_train,-0.59997063158979413,-0.8269157705542991
site-1-reference_train-0035,site-1,reference_train,0.10681976000536109,0.09808001196045954
site-1-reference_train-0036,site-1,reference_train,-1.7626501913023196,-2.1997050023295328
site-1-reference_train-0037,site-1,reference_train,-1.3660296503373068,0.077689306843936379
site-1-reference_train-0038,site-1,reference_train,0.35847499897223889,0.90152909360124067
site-1-reference_train-0039,site-1,reference_train,1.8052945598908003,2.2036841728371144
site-1-reference_train-0040,site-1,reference_train,1.0834052359269979,0.88987436770451189
site-1-reference_train-0041,site-1,reference_train,-1.9622033266962506,-1.181070818109005
site-1-reference_train-0042,site-1,reference_train,1.1182489713819765,0.38336297254288981
site-1-reference_train-0043,site-1,reference_train,-0.97247795058302433,0.27712672148837858
site-1-reference_train-0044,site-1,reference_train,-1.3057347004441304,-1.6147909445114474
site-1-reference_train-0045,site-1,reference_train,-1.5065447503229619,-2.1730796890537691
site-1-reference_train-0046,site-1,reference_train,1.9686672438829724,0.32404831410569157
site-1-reference_train-0047,site-1,reference_train,-0.82683301757465832,-0.58955202936601825
site-1-reference_train-0048,site-1,reference_train,1.0539185133249975,0.14966896178010064
site-1-reference_train-0049,site-1,reference_train,-0.37955501745029574,-0.89963018410333029
site-1-observed_site_test-0050,site-1,observed_site_test,1.1261891299832429,-0.66692204023347967
site-1-observed_site_test-0051,site-1,observed_site_test,0.35923895131250738,0.067246706189839106
site-1-observed_site_test-0052,site-1,observed_site_test,1.2853252373270783,0.5200546887325237
site-1-observed_site_test-0053,site-1,observed_site_test,-1.5959840506599061,-1.5906073005654895
site-1-observed_site_test-0054,site-1,observed_site_test,0.17378546839816122,-0.41059090292582623
site-1-observed_site_test-0055,site-1,observed_site_test,0.19659130053705587,0.064845369858456597
site-1-observed_site_test-0056,site-1,observed_site_test,1.1645550133931173,-0.20288975933550302
site-1-observed_site_test-0057,site-1,observed_site_test,0.9179286064829788,1.1958071659092333
site-1-observed_site_test-0058,site-1,observed_site_test,1.8888069227425461,0.68550430894889403
site-1-observed_site_test-0059,site-1,observed_site_test,0.62653313207112049,0.77915339052858645
site-1-observed_site_test-0060,site-1,observed_site_test,0.94338185261136687,-0.018326785206136509
site-1-observed_site_test-0061,site-1,observed_site_test,0.41556782670010861,-0.23226185471047039
site-1-observed_site_test-0062,site-1,observed_site_test,-0.23738775551203162,-1.046489098189854
site-1-observed_site_test-0063,site-1,observed_site_test,-0.72135945291411874,-0.65756633150620047
site-1-observed_site_test-0064,site-1,observed_site_test,1.2060926512943499,0.99711093410040175
site-1-observed_site_test-0065,site-1,observed_site_test,-0.85305022392497865,-0.47617101414858354
site-1-observed_site_test-0066,site-1,observed_site_test,-0.68876810122585308,-2.1634480470523467
site-1-observed_site_test-0067,site-1,observed_site_test,0.37265615581186973,-0.35722947735900784
site-1-observed_site_test-0068,site-1,observed_site_test,-1.2036749477267912,-2.3829911668388952
site-1-observed_site_test-0069,site-1,observed_site_test,1.0794813562347154,0.43632779394299825
site-1-observed_site_test-0070,site-1,observed_site_test,-0.37301346807459002,-0.063115002841290013
site-1-observed_site_test-0071,site-1,observed_site_test,-1.3407388192471852,-2.1538058790912618
site-1-observed_site_test-0072,site-1,observed_site_test,-1.9788490673488881,-2.6962399085400408
site-1-observed_site_test-0073,site-1,observed_site_test,0.12460108086462496,0.54010502412714412
site-1-observed_site_test-0074,site-1,observed_site_test,-0.93791177444641072,-1.4822814237150594
site-1-observed_site_test-0075,site-1,observed_site_test,-0.33915217471963155,-0.43903856966319205
site-1-observed_site_test-0076,site-1,observed_site_test,-1.3368724938556493,0.18630349762689691
site-1-observed_site_test-0077,site-1,observed_site_test,-1.0006490346200905,-0.25367646911909525
site-1-observed_site_test-0078,site-1,observed_site_test,1.3664669150949438,0.69102445850663385
